"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89727.7933746568
2020,89963.7190640884
2022,90641.6649217748
2024,90908.6558970141
2026,91397.2770772524
2028,91718.6983471632
2030,92103.1465730312
2032,92410.5142006039
2034,92962.0910557223
2036,93592.5089867409
2038,95212.7475514079
2040,96814.5944622719
2042,98344.0489670603
2044,99889.4186951813
2046,101998.563140457
2048,105088.758390297
2050,107773.28555353
