"time","type","value"
2010,"consumption",1500.87025682166
2010,"withdrawal",44456.185519249
2012,"consumption",1360.09265185746
2012,"withdrawal",36239.0803954375
2014,"consumption",1413.56228581518
2014,"withdrawal",38570.3823101186
2016,"consumption",1258.4814673416
2016,"withdrawal",32313.850534058
2018,"consumption",1247.13615698981
2018,"withdrawal",30944.5935924315
2020,"consumption",1263.43900617407
2020,"withdrawal",31149.1536785516
2022,"consumption",1271.71987792995
2022,"withdrawal",30251.7057602811
2024,"consumption",1280.84690265868
2024,"withdrawal",30323.1978635557
2026,"consumption",1291.25902742002
2026,"withdrawal",30317.6194761409
2028,"consumption",1281.51006262281
2028,"withdrawal",30045.3432915164
2030,"consumption",1242.93824459749
2030,"withdrawal",28530.6576540197
2032,"consumption",1231.41736393661
2032,"withdrawal",27188.4173408164
2034,"consumption",1225.41463893102
2034,"withdrawal",26041.7920018274
2036,"consumption",1215.84406651249
2036,"withdrawal",25235.4908508495
2038,"consumption",1207.07105707221
2038,"withdrawal",24849.649959804
2040,"consumption",1194.54876317754
2040,"withdrawal",24342.695188757
2042,"consumption",1162.13353028191
2042,"withdrawal",23440.7533191819
2044,"consumption",1113.06814744779
2044,"withdrawal",22080.4233876757
2046,"consumption",1031.87774097825
2046,"withdrawal",19276.9161990328
2048,"consumption",925.345340779321
2048,"withdrawal",16793.4676526168
2050,"consumption",856.442991612165
2050,"withdrawal",15032.0855392126
