"time","type","value"
2010,"price",107.710500405429
2012,"price",106.304522358559
2014,"price",109.616332955284
2016,"price",106.736924952532
2018,"price",106.951403205876
2020,"price",108.558765823161
2022,"price",108.037641949266
2024,"price",107.926794625376
2026,"price",109.369402690529
2028,"price",109.332874716553
2030,"price",109.548351967953
2032,"price",109.16831166003
2034,"price",108.758187494889
2036,"price",108.515394026989
2038,"price",109.190792629919
2040,"price",108.40667467265
2042,"price",107.623255644989
2044,"price",107.51671141363
2046,"price",108.857971850363
2048,"price",111.660897377296
2050,"price",111.064854036796
2010,"comp_p",48.7362819624828
2012,"comp_p",34.040864743931
2014,"comp_p",44.5232578043215
2016,"comp_p",30.2175112944969
2018,"comp_p",34.3020125474528
2020,"comp_p",38.547017714177
2022,"comp_p",40.7572296114117
2024,"comp_p",40.5997609518616
2026,"comp_p",40.2615402192959
2028,"comp_p",40.5063668120235
2030,"comp_p",41.1978637725956
2032,"comp_p",41.6906594879742
2034,"comp_p",41.9632192942301
2036,"comp_p",43.5502744325026
2038,"comp_p",44.3882183787177
2040,"comp_p",44.626317012826
2042,"comp_p",45.1304119349388
2044,"comp_p",46.6779069471243
2046,"comp_p",48.0664137668756
2048,"comp_p",50.2401445320582
2050,"comp_p",51.7878332437738
