"time","value"
2010,2.23479451905419
2012,1.88121041715168
2014,2.02335378526657
2016,1.70061624879687
2018,1.68981451998114
2020,1.74917110987869
2022,1.77255827204567
2024,1.81375404154639
2026,1.82787847653404
2028,1.83388554356409
2030,1.81734216475385
2032,1.8643489808713
2034,1.88042213111678
2036,1.94244617262568
2038,1.97914536951511
2040,2.00816542015753
2042,2.00979046557353
2044,1.97546555907549
2046,1.92581607664076
2048,1.84429767555936
2050,1.77080455282744
