"time","type","value"
2010,"consumption",1501.36986116375
2010,"withdrawal",44436.6090652123
2012,"consumption",1360.09118936014
2012,"withdrawal",36239.0323483831
2014,"consumption",1413.56035869317
2014,"withdrawal",38570.2803295933
2016,"consumption",1258.45930882063
2016,"withdrawal",32315.0993479038
2018,"consumption",1245.29217303022
2018,"withdrawal",30788.3010902281
2020,"consumption",1255.71756104366
2020,"withdrawal",30935.2499943164
2022,"consumption",1267.02612914982
2022,"withdrawal",30160.8284088512
2024,"consumption",1272.7158116243
2024,"withdrawal",30075.3760346812
2026,"consumption",1281.7911575572
2026,"withdrawal",30061.0479305107
2028,"consumption",1294.79789449914
2028,"withdrawal",30331.2783641851
2030,"consumption",1269.73475039547
2030,"withdrawal",29225.0721894408
2032,"consumption",1258.53407429781
2032,"withdrawal",28110.3456137444
2034,"consumption",1250.17644024512
2034,"withdrawal",26916.9584759743
2036,"consumption",1250.12517723004
2036,"withdrawal",26280.3432467972
2038,"consumption",1240.27919950119
2038,"withdrawal",25991.724033438
2040,"consumption",1236.82932079724
2040,"withdrawal",25535.6538374612
2042,"consumption",1209.65390405864
2042,"withdrawal",24585.6645977002
2044,"consumption",1164.3188190662
2044,"withdrawal",23091.0411763184
2046,"consumption",1090.15997852118
2046,"withdrawal",19814.5485881501
2048,"consumption",983.527964392536
2048,"withdrawal",17284.1188610259
2050,"consumption",902.240455721905
2050,"withdrawal",15423.0768914697
