"time","type","value"
2010,"consumption",1500.29303957538
2010,"withdrawal",44233.8803449544
2012,"consumption",1359.13385947662
2012,"withdrawal",36251.4266472271
2014,"consumption",1414.02099807821
2014,"withdrawal",38393.7422889904
2016,"consumption",1258.34041383531
2016,"withdrawal",32262.9850810982
2018,"consumption",1243.37081065401
2018,"withdrawal",30735.4367535405
2020,"consumption",1232.3798588175
2020,"withdrawal",30234.7294480769
2022,"consumption",1197.16197700454
2022,"withdrawal",28878.4663648306
2024,"consumption",1210.29463765952
2024,"withdrawal",28920.3947815814
2026,"consumption",1228.97980680435
2026,"withdrawal",28846.451434289
2028,"consumption",1233.43578323745
2028,"withdrawal",28945.4561496206
2030,"consumption",1203.4625092764
2030,"withdrawal",27734.2796773579
2032,"consumption",1184.1611867292
2032,"withdrawal",26420.7544198279
2034,"consumption",1167.44108022023
2034,"withdrawal",25179.4090075196
2036,"consumption",1149.96368269438
2036,"withdrawal",24134.3050333131
2038,"consumption",1132.07527907738
2038,"withdrawal",23470.169029527
2040,"consumption",1110.29232855281
2040,"withdrawal",22700.856486139
2042,"consumption",1082.18547266189
2042,"withdrawal",21795.1098301224
2044,"consumption",1036.91751478335
2044,"withdrawal",20694.1401771454
2046,"consumption",955.293573017407
2046,"withdrawal",17852.6085319335
2048,"consumption",858.275126278658
2048,"withdrawal",15428.2038394525
2050,"consumption",782.212806867086
2050,"withdrawal",13781.6896426934
