"time","type","value"
2010,"consumption",1501.73008864394
2010,"withdrawal",44422.6387238553
2012,"consumption",1360.0905859871
2012,"withdrawal",36239.0234355117
2014,"consumption",1413.55910077004
2014,"withdrawal",38570.1870649251
2016,"consumption",1258.45292482875
2016,"withdrawal",32315.1010944866
2018,"consumption",1249.90772468266
2018,"withdrawal",30995.6713234591
2020,"consumption",1269.61551108989
2020,"withdrawal",31220.1853122419
2022,"consumption",1287.09527825976
2022,"withdrawal",30524.7554270114
2024,"consumption",1304.57477889707
2024,"withdrawal",30694.0638841799
2026,"consumption",1311.73810284519
2026,"withdrawal",30621.5162399963
2028,"consumption",1312.06677550437
2028,"withdrawal",30421.586826435
2030,"consumption",1288.64471278645
2030,"withdrawal",29197.7480793383
2032,"consumption",1282.61384910808
2032,"withdrawal",28057.0280509695
2034,"consumption",1287.90889795599
2034,"withdrawal",27193.8682409139
2036,"consumption",1288.72801391464
2036,"withdrawal",26493.9747002799
2038,"consumption",1278.79304007091
2038,"withdrawal",26111.0465682363
2040,"consumption",1270.29134706317
2040,"withdrawal",25604.7526017859
2042,"consumption",1243.23159679403
2042,"withdrawal",24592.8680637162
2044,"consumption",1199.52642621517
2044,"withdrawal",23058.2624677953
2046,"consumption",1118.65303136771
2046,"withdrawal",19900.5181160724
2048,"consumption",1001.09814734468
2048,"withdrawal",17223.4334276362
2050,"consumption",909.159327473265
2050,"withdrawal",15234.9367249559
