"time","type","value"
2010,"consumption",1500.87888600585
2010,"withdrawal",44457.2798714585
2012,"consumption",1359.65661922415
2012,"withdrawal",36213.2584321966
2014,"consumption",1414.01156777444
2014,"withdrawal",38406.1449466637
2016,"consumption",1260.12504290434
2016,"withdrawal",31675.590342741
2018,"consumption",1245.70201117614
2018,"withdrawal",30820.5098991907
2020,"consumption",1266.33599923875
2020,"withdrawal",30976.1721355339
2022,"consumption",1282.19298520541
2022,"withdrawal",30376.5957769952
2024,"consumption",1297.96669118616
2024,"withdrawal",30361.1051634113
2026,"consumption",1302.76523006712
2026,"withdrawal",30242.6180727464
2028,"consumption",1301.33648536818
2028,"withdrawal",29928.2542473034
2030,"consumption",1280.16578425259
2030,"withdrawal",28698.9730896329
2032,"consumption",1280.39657262287
2032,"withdrawal",27749.0595243755
2034,"consumption",1281.73670285518
2034,"withdrawal",26747.6286648846
2036,"consumption",1285.17394107838
2036,"withdrawal",26155.1758453013
2038,"consumption",1276.05335819956
2038,"withdrawal",25750.7954675373
2040,"consumption",1268.93003695221
2040,"withdrawal",25256.6415688654
2042,"consumption",1241.55989096201
2042,"withdrawal",24293.1730605143
2044,"consumption",1194.88007360303
2044,"withdrawal",22706.5086192899
2046,"consumption",1120.5585577381
2046,"withdrawal",19586.6615212138
2048,"consumption",1008.27171379849
2048,"withdrawal",16959.9794287826
2050,"consumption",930.378083897915
2050,"withdrawal",15109.448727607
