"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89727.8923049462
2020,89919.7607293962
2022,90434.5258049803
2024,90762.1924453254
2026,91260.8377042839
2028,91794.6602437631
2030,92169.8143738459
2032,92454.6557996034
2034,92827.2358580769
2036,93138.0326864317
2038,93589.7645787637
2040,94113.490215441
2042,95472.0601931991
2044,96701.6444560158
2046,98254.9227073198
2048,101814.839492901
2050,104220.468599556
