"time","type","value"
2010,"consumption",1511.45840123737
2010,"withdrawal",44742.7361924817
2012,"consumption",1375.83684111479
2012,"withdrawal",36769.1325555089
2014,"consumption",1434.33152532253
2014,"withdrawal",39249.741554385
2016,"consumption",1293.32906998525
2016,"withdrawal",32382.8770149985
2018,"consumption",1278.66859929418
2018,"withdrawal",31172.5600772957
2020,"consumption",1300.54061292464
2020,"withdrawal",30581.7037447599
2022,"consumption",1314.17034950018
2022,"withdrawal",29940.709541294
2024,"consumption",1314.5697573635
2024,"withdrawal",29574.9622294732
2026,"consumption",1307.08477838916
2026,"withdrawal",28938.7326197495
2028,"consumption",1317.6146010462
2028,"withdrawal",28793.3206087651
2030,"consumption",1310.58030612113
2030,"withdrawal",27914.6270018508
2032,"consumption",1307.31601016162
2032,"withdrawal",27166.8844439324
2034,"consumption",1311.79346643866
2034,"withdrawal",26453.4411136714
2036,"consumption",1312.94937768439
2036,"withdrawal",25805.7971446577
2038,"consumption",1298.56678547533
2038,"withdrawal",25466.12920521
2040,"consumption",1288.16755421102
2040,"withdrawal",24998.4537094772
2042,"consumption",1262.73786220354
2042,"withdrawal",24164.1480934969
2044,"consumption",1221.82377491855
2044,"withdrawal",22906.8479799341
2046,"consumption",1136.58815580638
2046,"withdrawal",19683.0400333909
2048,"consumption",1024.4320987359
2048,"withdrawal",16959.2502944889
2050,"consumption",947.078538955576
2050,"withdrawal",15169.9009493663
