"time","type","value"
2010,"consumption",1500.86968493113
2010,"withdrawal",44456.0245203368
2012,"consumption",1360.09165554057
2012,"withdrawal",36239.0313750639
2014,"consumption",1413.56224166116
2014,"withdrawal",38570.2073544653
2016,"consumption",1258.46474490845
2016,"withdrawal",32321.895641988
2018,"consumption",1249.8853213579
2018,"withdrawal",31003.3943025805
2020,"consumption",1269.53166294271
2020,"withdrawal",31212.7297204168
2022,"consumption",1280.76949752411
2022,"withdrawal",30439.2735350089
2024,"consumption",1256.87158307817
2024,"withdrawal",30141.8684029129
2026,"consumption",1212.80734273219
2026,"withdrawal",29248.0240275559
2028,"consumption",1144.86532293699
2028,"withdrawal",27590.5101328913
2030,"consumption",1053.8591481414
2030,"withdrawal",24274.263157366
2032,"consumption",1059.12678114172
2032,"withdrawal",23221.3233337241
2034,"consumption",1072.5620347783
2034,"withdrawal",22573.6007498813
2036,"consumption",1087.07895293234
2036,"withdrawal",22391.4615077186
2038,"consumption",1094.55329351501
2038,"withdrawal",22418.2526760488
2040,"consumption",1103.57062065456
2040,"withdrawal",22405.1923228641
2042,"consumption",1092.40710599492
2042,"withdrawal",21803.1263440207
2044,"consumption",1063.3849143454
2044,"withdrawal",20922.4634198858
2046,"consumption",994.173051170646
2046,"withdrawal",18003.3199022262
2048,"consumption",903.39488602926
2048,"withdrawal",15553.361301307
2050,"consumption",830.127020894858
2050,"withdrawal",13932.4905169332
