time,type,value
2010,price,107.7105053
2012,price,106.2637691
2014,price,109.5747566
2016,price,106.6317822
2018,price,106.8164072
2020,price,108.3247247
2022,price,107.8010538
2024,price,107.0789021
2026,price,108.2557626
2028,price,107.8630838
2030,price,108.2000857
2032,price,108.2885755
2034,price,108.2760192
2036,price,107.9575336
2038,price,108.8383493
2040,price,107.5373885
2042,price,106.404613
2044,price,106.8001339
2046,price,106.8431456
2048,price,106.8861573
2050,price,109.5154653
2010,comp_p,48.73622789
2012,comp_p,33.60143796
2014,comp_p,44.12059576
2016,comp_p,28.8347731
2018,comp_p,33.03613893
2020,comp_p,36.90767948
2022,comp_p,37.16099438
2024,comp_p,37.55119373
2026,comp_p,38.94063771
2028,comp_p,38.96921944
2030,comp_p,39.1417262
2032,comp_p,38.24407525
2034,comp_p,38.61402964
2036,comp_p,39.70901298
2038,comp_p,40.99141481
2040,comp_p,41.24245754
2042,comp_p,41.71656746
2044,comp_p,42.27207564
2046,comp_p,43.69345457
2048,comp_p,46.22842716
2050,comp_p,47.03169811
