"time","value"
2010,2.23479590905183
2012,1.88121038990034
2014,2.0233520718761
2016,1.70020914885122
2018,1.67292316109255
2020,1.68473192572605
2022,1.74367367222018
2024,1.78576031028774
2026,1.80435977033709
2028,1.79663870741188
2030,1.7617313967025
2032,1.7706270184727
2034,1.81308294534283
2036,1.86485701704583
2038,1.89122356069372
2040,1.87144035863549
2042,1.8396438969921
2044,1.77349409026386
2046,1.68191085298885
2048,1.55890222158813
2050,1.45442797834415
