"time","value"
2010,2.23479588756012
2012,1.88121035359997
2014,2.02335195343752
2016,1.70020885801487
2018,1.67292141267561
2020,1.67374187628989
2022,1.69577630733615
2024,1.73521544352818
2026,1.75801086460857
2028,1.74371726067473
2030,1.69832839811853
2032,1.72305734541996
2034,1.73945848727056
2036,1.78945234015255
2038,1.81037630730815
2040,1.80057139074297
2042,1.78795603629548
2044,1.74259306955433
2046,1.67003842163992
2048,1.54671140994663
2050,1.45032609830872
