"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89727.9274326222
2020,89940.9411369426
2022,90575.7146483665
2024,90962.7593149751
2026,91299.427040664
2028,91655.2747827818
2030,92172.2453398368
2032,92576.1227070427
2034,92934.7485163628
2036,93440.5805032296
2038,94356.7165861907
2040,95720.6834901038
2042,96898.3401201933
2044,98369.262249627
2046,100236.577666992
2048,103860.95408658
2050,106336.813037349
