"time","type","value"
2010,"price",107.710502893298
2012,"price",106.263797332231
2014,"price",109.525179932936
2016,"price",106.559324478115
2018,"price",107.160363109983
2020,"price",109.295455951242
2022,"price",109.671658832174
2024,"price",109.778441594844
2026,"price",111.828617168605
2028,"price",111.928341519389
2030,"price",112.011040478544
2032,"price",113.03805811136
2034,"price",114.001889478668
2036,"price",114.560574570376
2038,"price",116.358460344481
2040,"price",114.544223851962
2042,"price",113.538780225933
2044,"price",112.94727822119
2046,"price",113.868180523476
2048,"price",115.672640101488
2050,"price",115.883601292335
2010,"comp_p",48.7362907776179
2012,"comp_p",33.6012530666656
2014,"comp_p",44.2125718529112
2016,"comp_p",28.8653909673839
2018,"comp_p",34.1063750567788
2020,"comp_p",39.6232336233107
2022,"comp_p",43.5790650096716
2024,"comp_p",49.3026331869762
2026,"comp_p",54.2807417287977
2028,"comp_p",55.8876025383311
2030,"comp_p",54.32161705854
2032,"comp_p",54.2110074599515
2034,"comp_p",53.817433604336
2036,"comp_p",55.2869183636054
2038,"comp_p",57.4208461450723
2040,"comp_p",58.055240234493
2042,"comp_p",58.8284137446996
2044,"comp_p",59.526908085149
2046,"comp_p",61.7119430229874
2048,"comp_p",63.952887611435
2050,"comp_p",63.9734140370718
