"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89727.9172988811
2020,89921.482626948
2022,90441.8680449508
2024,90749.7010704633
2026,91292.4861077835
2028,91721.6614328864
2030,92063.3385022637
2032,92269.9656676293
2034,92472.8276329958
2036,92727.8913100678
2038,93049.4613472753
2040,93431.0392601175
2042,94642.3180830148
2044,95601.706788918
2046,96836.139664935
2048,98280.8146239242
2050,99701.8139333823
