"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89074.4306871676
2016,89627.8287890868
2018,89627.8287890868
2020,89641.4472083473
2022,89690.2778945176
2024,89713.6012048295
2026,89785.0186299869
2028,89836.1050524327
2030,89922.5302938439
2032,90005.4201107752
2034,90078.484608868
2036,90142.3734112301
2038,90203.0506069233
2040,90251.8752293279
2042,90349.123028042
2044,90605.9030053216
2046,91120.1780688442
2048,91739.4028170732
2050,92235.6441815073
