"time","type","value"
2010,"consumption",1501.60487418173
2010,"withdrawal",44427.503175241
2012,"consumption",1360.09209594574
2012,"withdrawal",36239.0472008201
2014,"consumption",1413.5636951953
2014,"withdrawal",38570.2208209449
2016,"consumption",1258.46299945829
2016,"withdrawal",32322.0125472961
2018,"consumption",1249.78836326348
2018,"withdrawal",31002.3214321248
2020,"consumption",1269.67225721736
2020,"withdrawal",31214.6659706792
2022,"consumption",1287.29801302359
2022,"withdrawal",30525.3790014263
2024,"consumption",1268.67516452391
2024,"withdrawal",30339.1940527129
2026,"consumption",1189.06829634621
2026,"withdrawal",28827.9078710213
2028,"consumption",1119.170890189
2028,"withdrawal",27476.3002222116
2030,"consumption",1018.15427821751
2030,"withdrawal",24383.8778949074
2032,"consumption",907.78915118151
2032,"withdrawal",21025.3828454744
2034,"consumption",803.663893583142
2034,"withdrawal",17692.5627462617
2036,"consumption",710.15286195555
2036,"withdrawal",15379.549211618
2038,"consumption",610.472933805656
2038,"withdrawal",13694.3511935414
2040,"consumption",517.545020814874
2040,"withdrawal",11998.1161704826
2042,"consumption",435.580000503395
2042,"withdrawal",10329.2765865114
2044,"consumption",374.11643859889
2044,"withdrawal",9137.13376380415
2046,"consumption",322.66516016953
2046,"withdrawal",7368.9800314955
2048,"consumption",285.424059443564
2048,"withdrawal",7001.98207054817
2050,"consumption",276.548393870956
2050,"withdrawal",6756.67115961958
