"time","type","value"
2010,"consumption",1500.86964265472
2010,"withdrawal",44456.016702755
2012,"consumption",1360.09087895451
2012,"withdrawal",36239.0250318679
2014,"consumption",1413.55989122877
2014,"withdrawal",38570.2333991205
2016,"consumption",1258.45980505114
2016,"withdrawal",32315.1007029851
2018,"consumption",1249.01574942245
2018,"withdrawal",30920.7059350146
2020,"consumption",1268.88794452456
2020,"withdrawal",31179.2103062932
2022,"consumption",1285.37186393482
2022,"withdrawal",30490.3878771927
2024,"consumption",1303.08253318819
2024,"withdrawal",30674.8918401432
2026,"consumption",1310.58785357919
2026,"withdrawal",30610.3806518186
2028,"consumption",1312.40264135315
2028,"withdrawal",30404.7362850274
2030,"consumption",1289.95203741636
2030,"withdrawal",29127.105835871
2032,"consumption",1285.87023608685
2032,"withdrawal",28120.7718768532
2034,"consumption",1286.5755586879
2034,"withdrawal",27084.9374609624
2036,"consumption",1291.57978116961
2036,"withdrawal",26499.1366794441
2038,"consumption",1281.40458306544
2038,"withdrawal",26035.2596678213
2040,"consumption",1272.76162315825
2040,"withdrawal",25503.2280056878
2042,"consumption",1246.4031351832
2042,"withdrawal",24568.4376599792
2044,"consumption",1201.80286014322
2044,"withdrawal",23002.9832295744
2046,"consumption",1124.27955437728
2046,"withdrawal",19925.946720326
2048,"consumption",1017.31292025114
2048,"withdrawal",17225.9161785584
2050,"consumption",935.342667075071
2050,"withdrawal",15393.586053261
