"time","type","value"
2010,"consumption",1529.56801666901
2010,"withdrawal",45926.7511715462
2012,"consumption",1383.65411659653
2012,"withdrawal",37997.9511406352
2014,"consumption",1407.60499189569
2014,"withdrawal",38836.7394264998
2016,"consumption",1252.09765542355
2016,"withdrawal",31095.6772933324
2018,"consumption",1305.58369788215
2018,"withdrawal",32067.7037025156
2020,"consumption",1339.3563864729
2020,"withdrawal",33725.7761030851
2022,"consumption",1364.54896524217
2022,"withdrawal",33807.2977091548
2024,"consumption",1312.54989633767
2024,"withdrawal",32516.0910454119
2026,"consumption",1280.79250448919
2026,"withdrawal",31393.6912160745
2028,"consumption",1254.42301520001
2028,"withdrawal",29998.0490730061
2030,"consumption",1234.18279710826
2030,"withdrawal",28153.600027607
2032,"consumption",1216.63011495331
2032,"withdrawal",26454.486999728
2034,"consumption",1193.03098503119
2034,"withdrawal",21416.8482175734
2036,"consumption",1173.12273342169
2036,"withdrawal",17868.9664482139
2038,"consumption",1150.77255253545
2038,"withdrawal",15349.2782176631
2040,"consumption",1140.53321094558
2040,"withdrawal",14405.8071611451
2042,"consumption",1111.49871235199
2042,"withdrawal",13318.1740748763
2044,"consumption",1082.23401988245
2044,"withdrawal",11763.6491006143
2046,"consumption",1025.48453219587
2046,"withdrawal",7645.93030906129
2048,"consumption",968.429796643571
2048,"withdrawal",5923.34796522029
2050,"consumption",942.668812374145
2050,"withdrawal",4513.3650306562
