"time","type","value"
2010,"price",106.16244689134
2012,"price",105.726064170648
2014,"price",110.754950012497
2016,"price",108.707563800181
2018,"price",107.86076644856
2020,"price",107.27964640841
2022,"price",106.871951641223
2024,"price",107.962017005844
2026,"price",107.514228204989
2028,"price",109.099430873893
2030,"price",111.077590593833
2032,"price",113.188155541315
2034,"price",115.956957340642
2036,"price",120.445704858516
2038,"price",124.815870562737
2040,"price",127.857562741554
2042,"price",128.946408062166
2044,"price",132.680623438536
2046,"price",134.144014907428
2048,"price",134.486622806356
2050,"price",133.290741591815
2010,"comp_p",106.16244689134
2012,"comp_p",94.0405760411008
2014,"comp_p",106.820620148685
2016,"comp_p",95.349600472761
2018,"comp_p",97.3213416136064
2020,"comp_p",101.511512860132
2022,"comp_p",101.380968240854
2024,"comp_p",109.542043445824
2026,"comp_p",114.443371009003
2028,"comp_p",117.84684448911
2030,"comp_p",127.841676003349
2032,"comp_p",129.384607872396
2034,"comp_p",130.689284239691
2036,"comp_p",134.550901503198
2038,"comp_p",135.739589951477
2040,"comp_p",140.090939085671
2042,"comp_p",141.337950417474
2044,"comp_p",146.104924501834
2046,"comp_p",149.109624148764
2048,"comp_p",153.099391290035
2050,"comp_p",145.356315667487
