"time","type","value"
2010,"consumption",1529.56801666901
2010,"withdrawal",45926.7511715462
2012,"consumption",1383.65411659653
2012,"withdrawal",37960.0759729628
2014,"consumption",1407.60499832158
2014,"withdrawal",38836.7388313236
2016,"consumption",1251.62432191164
2016,"withdrawal",31058.7716534905
2018,"consumption",1267.56881671063
2018,"withdrawal",31297.0260296133
2020,"consumption",1212.60208752706
2020,"withdrawal",30816.3341213785
2022,"consumption",1223.12444948042
2022,"withdrawal",30876.4376531169
2024,"consumption",1261.88891108596
2024,"withdrawal",32001.6685711786
2026,"consumption",1264.88853156616
2026,"withdrawal",32098.3711016669
2028,"consumption",1238.00609783264
2028,"withdrawal",31358.4314137051
2030,"consumption",1221.37921347829
2030,"withdrawal",30094.0538355279
2032,"consumption",1178.11661340736
2032,"withdrawal",28487.7448798158
2034,"consumption",1139.93401416958
2034,"withdrawal",23683.5810169317
2036,"consumption",1096.72560154057
2036,"withdrawal",20005.8020619122
2038,"consumption",1049.89835724183
2038,"withdrawal",17658.4470178261
2040,"consumption",1014.55098431694
2040,"withdrawal",16127.0918059503
2042,"consumption",981.445066150849
2042,"withdrawal",14805.5428908377
2044,"consumption",944.724288248808
2044,"withdrawal",12716.8961382077
2046,"consumption",872.722039432614
2046,"withdrawal",8264.87366109016
2048,"consumption",801.696897714116
2048,"withdrawal",6417.68575482026
2050,"consumption",754.793307665675
2050,"withdrawal",4752.13552677943
