"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116612079
2014,"withdrawal",38035.4711929141
2016,"consumption",1237.02596330917
2016,"withdrawal",31418.8556051111
2018,"consumption",1211.14444035799
2018,"withdrawal",30058.964921132
2020,"consumption",1364.3651106723
2020,"withdrawal",34266.7359122811
2022,"consumption",1358.65721012777
2022,"withdrawal",33377.0655289045
2024,"consumption",1359.83806687701
2024,"withdrawal",32874.4376636996
2026,"consumption",1348.98163008818
2026,"withdrawal",32477.4593652087
2028,"consumption",1344.01980055352
2028,"withdrawal",32203.0695976277
2030,"consumption",1323.61912799127
2030,"withdrawal",30593.3277090646
2032,"consumption",1307.37835511984
2032,"withdrawal",29511.8363903431
2034,"consumption",1301.9638236458
2034,"withdrawal",28375.3838836036
2036,"consumption",1284.95358982055
2036,"withdrawal",27536.0173992955
2038,"consumption",1273.80761075773
2038,"withdrawal",26903.4550829665
2040,"consumption",1262.6449212573
2040,"withdrawal",25293.2138890532
2042,"consumption",1237.82103968523
2042,"withdrawal",24241.209324161
2044,"consumption",1194.14665945544
2044,"withdrawal",22499.5982988684
2046,"consumption",1119.08074433331
2046,"withdrawal",19418.5611787847
2048,"consumption",1026.17846584538
2048,"withdrawal",16903.3812978267
2050,"consumption",955.681037605391
2050,"withdrawal",15098.0967155908
