"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89773.8980794069
2020,90150.4438771452
2022,90942.1734876414
2024,91270.3536105647
2026,91445.9059336061
2028,91643.2391372859
2030,91791.7644421394
2032,91897.6276150745
2034,91956.2387922453
2036,92164.5480064202
2038,92327.1001563456
2040,92510.2800566421
2042,92605.6790825963
2044,92682.6925318108
2046,92767.451053761
2048,92903.3297325642
2050,93016.1267314883
