"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116611139
2014,"withdrawal",38035.4711925922
2016,"consumption",1237.02629032674
2016,"withdrawal",31418.7327537417
2018,"consumption",1208.11727474227
2018,"withdrawal",30000.8837087881
2020,"consumption",1187.21271050763
2020,"withdrawal",28854.0751613643
2022,"consumption",1105.14920678899
2022,"withdrawal",26877.0415907025
2024,"consumption",1130.34616918707
2024,"withdrawal",27077.3493802119
2026,"consumption",1076.32944876957
2026,"withdrawal",25885.3746783941
2028,"consumption",990.442891498515
2028,"withdrawal",22921.6992210885
2030,"consumption",852.424079906994
2030,"withdrawal",18983.3507691022
2032,"consumption",755.250284839275
2032,"withdrawal",16074.7918156253
2034,"consumption",708.456229508082
2034,"withdrawal",14535.1302826948
2036,"consumption",679.644153356185
2036,"withdrawal",13116.6377810738
2038,"consumption",654.130432853949
2038,"withdrawal",12481.2022243157
2040,"consumption",640.674551575478
2040,"withdrawal",12230.304421257
2042,"consumption",618.070419631271
2042,"withdrawal",11990.2204673578
2044,"consumption",588.346860489814
2044,"withdrawal",11750.6077076936
2046,"consumption",541.001004866314
2046,"withdrawal",10728.8808703647
2048,"consumption",501.465384468019
2048,"withdrawal",10442.3708947501
2050,"consumption",481.606447931314
2050,"withdrawal",9899.68855951708
