"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116612076
2014,"withdrawal",38035.4711929131
2016,"consumption",1237.02596562726
2016,"withdrawal",31418.8556094364
2018,"consumption",1209.25385295631
2018,"withdrawal",30020.0721438593
2020,"consumption",1143.46409754688
2020,"withdrawal",27448.7704097389
2022,"consumption",1077.88233864613
2022,"withdrawal",24091.8914189714
2024,"consumption",1065.02542134142
2024,"withdrawal",22932.8054227389
2026,"consumption",1042.47140804815
2026,"withdrawal",21793.0131229419
2028,"consumption",1015.43507604567
2028,"withdrawal",20825.1835784438
2030,"consumption",962.084202450488
2030,"withdrawal",17848.4398848311
2032,"consumption",941.526499090693
2032,"withdrawal",16032.4694504109
2034,"consumption",945.112371611482
2034,"withdrawal",14490.7757261014
2036,"consumption",932.697228538628
2036,"withdrawal",13366.5763742896
2038,"consumption",917.757035671026
2038,"withdrawal",12909.2620473362
2040,"consumption",918.575592063106
2040,"withdrawal",12736.0188918671
2042,"consumption",922.758195022679
2042,"withdrawal",12693.1168986092
2044,"consumption",911.804189335395
2044,"withdrawal",12454.81743866
2046,"consumption",893.752623749583
2046,"withdrawal",11454.6587004739
2048,"consumption",872.297306279698
2048,"withdrawal",11275.5645002046
2050,"consumption",862.555974666428
2050,"withdrawal",10691.2766658829
