"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.16495191016
2012,"withdrawal",36414.8610917691
2014,"consumption",1419.40542411958
2014,"withdrawal",38046.2703294142
2016,"consumption",1237.03855894146
2016,"withdrawal",31423.0348284791
2018,"consumption",1209.70315794096
2018,"withdrawal",30009.8910877243
2020,"consumption",1203.64299787731
2020,"withdrawal",29184.1064905219
2022,"consumption",1178.52665724617
2022,"withdrawal",28561.9885542807
2024,"consumption",1220.88737813154
2024,"withdrawal",29374.3848483583
2026,"consumption",1239.86629411339
2026,"withdrawal",29497.3010585924
2028,"consumption",1248.99724362167
2028,"withdrawal",29932.1162849186
2030,"consumption",1242.98998218965
2030,"withdrawal",29964.7806553633
2032,"consumption",1237.14811154539
2032,"withdrawal",29254.3194188315
2034,"consumption",1210.38407528513
2034,"withdrawal",28740.2268114172
2036,"consumption",1162.92891324356
2036,"withdrawal",27993.005223049
2038,"consumption",1121.98904146695
2038,"withdrawal",26519.4343732664
2040,"consumption",1108.42074745074
2040,"withdrawal",25107.7006443228
2042,"consumption",1094.43312652335
2042,"withdrawal",24490.5387569304
2044,"consumption",1078.80018958777
2044,"withdrawal",23406.0466432396
2046,"consumption",1057.13407105776
2046,"withdrawal",22708.7227855862
2048,"consumption",1048.47307337001
2048,"withdrawal",22112.2612490235
2050,"consumption",1022.34061675941
2050,"withdrawal",20072.0513832686
