"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89775.0269022257
2020,90128.5281809049
2022,90472.8923174573
2024,90555.5152541304
2026,90802.0936639295
2028,91179.0755082999
2030,93715.4832255412
2032,94435.6371038406
2034,94876.0514799666
2036,95098.7132048349
2038,95436.2791864122
2040,95890.0149536161
2042,96376.4766357397
2044,97080.7675969525
2046,97707.9733742624
2048,98277.9598897777
2050,98672.430113434
