"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116612079
2014,"withdrawal",38035.4711929141
2016,"consumption",1237.02596330917
2016,"withdrawal",31418.8556051111
2018,"consumption",1209.25375079147
2018,"withdrawal",30020.0679566458
2020,"consumption",1347.34129221925
2020,"withdrawal",34061.2124845036
2022,"consumption",1297.56055972553
2022,"withdrawal",32769.1740214265
2024,"consumption",1292.6827750108
2024,"withdrawal",32316.3949727085
2026,"consumption",1282.83280362298
2026,"withdrawal",31996.5827763019
2028,"consumption",1273.54868532515
2028,"withdrawal",31696.9077109551
2030,"consumption",1246.14858990185
2030,"withdrawal",29998.3788732026
2032,"consumption",1217.83480577397
2032,"withdrawal",28796.8223811289
2034,"consumption",1195.67489972788
2034,"withdrawal",27573.899506602
2036,"consumption",1160.66959783809
2036,"withdrawal",26585.4186656108
2038,"consumption",1123.50884848346
2038,"withdrawal",25705.5057038446
2040,"consumption",1081.27857728426
2040,"withdrawal",23793.9930992666
2042,"consumption",1028.21799880917
2042,"withdrawal",22541.3871754068
2044,"consumption",971.414775248317
2044,"withdrawal",20790.5526589873
2046,"consumption",879.915707381341
2046,"withdrawal",17644.9245820819
2048,"consumption",776.202779334594
2048,"withdrawal",15334.0116483101
2050,"consumption",710.564813050153
2050,"withdrawal",13681.9379601553
