"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116612076
2014,"withdrawal",38035.4711929131
2016,"consumption",1237.02596562726
2016,"withdrawal",31418.8556094364
2018,"consumption",1209.25385295559
2018,"withdrawal",30020.0721438871
2020,"consumption",1143.47593103012
2020,"withdrawal",27449.1383500214
2022,"consumption",1077.79865785065
2022,"withdrawal",24104.3556394238
2024,"consumption",1064.014351373
2024,"withdrawal",22927.6276967226
2026,"consumption",1042.66577777817
2026,"withdrawal",21797.405101285
2028,"consumption",1015.56521918201
2028,"withdrawal",20857.8134046084
2030,"consumption",963.073789750074
2030,"withdrawal",17841.4909653402
2032,"consumption",943.743118622025
2032,"withdrawal",16086.7888055835
2034,"consumption",946.772957595367
2034,"withdrawal",14473.9516405474
2036,"consumption",929.202889811833
2036,"withdrawal",13360.8487285253
2038,"consumption",917.3007362234
2038,"withdrawal",12880.3766389462
2040,"consumption",918.703672077112
2040,"withdrawal",12770.7908044071
2042,"consumption",922.278335035948
2042,"withdrawal",12709.9744545647
2044,"consumption",909.577679825805
2044,"withdrawal",12464.5461083817
2046,"consumption",890.137408111476
2046,"withdrawal",11466.373749093
2048,"consumption",867.36250426987
2048,"withdrawal",11234.3374587239
2050,"consumption",854.441241745705
2050,"withdrawal",10618.7430453403
