"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89777.3880679887
2020,90504.6384229624
2022,92206.9589716189
2024,93323.8731586342
2026,94452.2751810142
2028,95097.0803352328
2030,96253.168776578
2032,97862.5111378946
2034,98485.4494179515
2036,99423.1555530682
2038,100398.837018004
2040,100916.335622416
2042,101722.470474288
2044,102650.225256034
2046,104365.9881673
2048,106824.626806202
2050,109517.907506622
