"time","type","value"
2010,"consumption",1515.89661385539
2010,"withdrawal",44423.151391101
2012,"consumption",1373.16916325478
2012,"withdrawal",36875.8397254912
2014,"consumption",1436.22079058773
2014,"withdrawal",38747.1539530982
2016,"consumption",1263.96258102279
2016,"withdrawal",31447.9522145797
2018,"consumption",1231.73859214372
2018,"withdrawal",30047.2483642511
2020,"consumption",1204.45888355232
2020,"withdrawal",28606.060567144
2022,"consumption",1156.63700906586
2022,"withdrawal",27328.6295620861
2024,"consumption",1157.24953667779
2024,"withdrawal",26669.2940132456
2026,"consumption",1142.55229562653
2026,"withdrawal",25769.9230494192
2028,"consumption",1133.42603629711
2028,"withdrawal",25036.7952573215
2030,"consumption",1123.13065529624
2030,"withdrawal",23617.9721588646
2032,"consumption",1110.57731937363
2032,"withdrawal",22432.9453963429
2034,"consumption",1101.99300124418
2034,"withdrawal",21194.8968321493
2036,"consumption",1087.3797843724
2036,"withdrawal",20398.9248612576
2038,"consumption",1069.71294967743
2038,"withdrawal",19902.4697162652
2040,"consumption",1052.67366382233
2040,"withdrawal",18786.5943402596
2042,"consumption",1023.79050653421
2042,"withdrawal",18073.8782465842
2044,"consumption",984.178552569655
2044,"withdrawal",17276.1276808756
2046,"consumption",920.821946688951
2046,"withdrawal",14942.9133900672
2048,"consumption",864.655158051827
2048,"withdrawal",13554.5343762049
2050,"consumption",807.573811617589
2050,"withdrawal",12082.6224327943
