"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116612076
2014,"withdrawal",38035.4711929131
2016,"consumption",1237.02596562726
2016,"withdrawal",31418.8556094364
2018,"consumption",1209.25385295662
2018,"withdrawal",30020.0721438915
2020,"consumption",1143.47593103013
2020,"withdrawal",27449.1383500337
2022,"consumption",1077.79865785066
2022,"withdrawal",24104.3556394299
2024,"consumption",1064.01435137306
2024,"withdrawal",22927.6276967229
2026,"consumption",1042.65762951371
2026,"withdrawal",21797.6248571677
2028,"consumption",1015.64076027438
2028,"withdrawal",20859.8766076419
2030,"consumption",968.802673615309
2030,"withdrawal",17882.6629253938
2032,"consumption",949.040945688954
2032,"withdrawal",16119.4290009058
2034,"consumption",955.145954872679
2034,"withdrawal",14472.8769129309
2036,"consumption",940.666428456193
2036,"withdrawal",13395.7452335893
2038,"consumption",929.482749033379
2038,"withdrawal",12908.0529026034
2040,"consumption",936.446567801113
2040,"withdrawal",12801.4148015157
2042,"consumption",944.071267563432
2042,"withdrawal",12753.3636471908
2044,"consumption",935.38870860743
2044,"withdrawal",12508.2332689613
2046,"consumption",922.270424615964
2046,"withdrawal",11529.7042147053
2048,"consumption",906.489213214382
2048,"withdrawal",11307.090516943
2050,"consumption",902.115971041606
2050,"withdrawal",10701.8685368105
