"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89776.6554519287
2020,90602.0315109694
2022,92590.2893339979
2024,93701.206149104
2026,95007.0621334455
2028,96882.3012884446
2030,98502.2978106365
2032,99849.4658356599
2034,101016.37298701
2036,102440.912709683
2038,103501.782147869
2040,104404.537434292
2042,105726.108910842
2044,107823.316163252
2046,109915.061970415
2048,113362.813597638
2050,115948.789505273
