"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116612079
2014,"withdrawal",38035.4711929141
2016,"consumption",1237.02596330917
2016,"withdrawal",31418.8556051111
2018,"consumption",1209.25375079159
2018,"withdrawal",30020.0679566454
2020,"consumption",1347.34129221912
2020,"withdrawal",34061.2124845013
2022,"consumption",1297.56055972513
2022,"withdrawal",32769.174021435
2024,"consumption",1292.68277501038
2024,"withdrawal",32316.3949727107
2026,"consumption",1282.84172341328
2026,"withdrawal",31996.8202804776
2028,"consumption",1273.58595017505
2028,"withdrawal",31695.9318554391
2030,"consumption",1246.22419302143
2030,"withdrawal",29997.5878511447
2032,"consumption",1217.61584439106
2032,"withdrawal",28791.0185122431
2034,"consumption",1199.05957678743
2034,"withdrawal",27570.4650712707
2036,"consumption",1172.23082749184
2036,"withdrawal",26590.1110135994
2038,"consumption",1144.38354835672
2038,"withdrawal",25709.1115904991
2040,"consumption",1125.27948393553
2040,"withdrawal",23807.0272066532
2042,"consumption",1118.98740495594
2042,"withdrawal",22617.5059354681
2044,"consumption",1120.25310894834
2044,"withdrawal",20966.1641797658
2046,"consumption",1093.31869376263
2046,"withdrawal",17753.8732648565
2048,"consumption",1058.75546178121
2048,"withdrawal",15331.9061027941
2050,"consumption",1072.93914131883
2050,"withdrawal",13623.737479938
