"time","value"
2010,2.25184560468965
2012,1.89369089355442
2014,2.03755864600629
2016,1.66448218632023
2018,1.58823931297675
2020,1.89268550503965
2022,1.88687478889903
2024,1.89137452232677
2026,1.87967245043005
2028,1.865407709203
2030,1.82881903962396
2032,1.823371297641
2034,1.79997326928428
2036,1.79192785698353
2038,1.78224903032202
2040,1.74554410331495
2042,1.71562003295659
2044,1.6591276107795
2046,1.57936699750483
2048,1.46595289832831
2050,1.36298466537632
