"time","value"
2010,2.25184560468965
2012,1.89369089355442
2014,2.03755864600622
2016,1.66448217497912
2018,1.58419204933079
2020,1.49068206478182
2022,1.37716256589295
2024,1.34849052225495
2026,1.3056492004563
2028,1.24415449511934
2030,1.12944282933247
2032,1.10786867321805
2034,1.08419855623205
2036,1.06955252348758
2038,1.05727611496273
2040,1.06721190402412
2042,1.09615568264242
2044,1.11550453774526
2046,1.15410364805404
2048,1.18842761504874
2050,1.18773829915376
