"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116611139
2014,"withdrawal",38035.4711925922
2016,"consumption",1237.02629032674
2016,"withdrawal",31418.7327537417
2018,"consumption",1209.25442332425
2018,"withdrawal",30020.0637132676
2020,"consumption",1192.88985852563
2020,"withdrawal",29055.5859995171
2022,"consumption",1161.88398460065
2022,"withdrawal",28136.0567748563
2024,"consumption",1187.63403465191
2024,"withdrawal",28388.2837052195
2026,"consumption",1183.81482986076
2026,"withdrawal",28372.2798989189
2028,"consumption",1162.28037641211
2028,"withdrawal",27843.2219694451
2030,"consumption",1124.60339534092
2030,"withdrawal",25733.063778278
2032,"consumption",1111.01618891891
2032,"withdrawal",24443.696205758
2034,"consumption",1102.09959636852
2034,"withdrawal",23303.7749319071
2036,"consumption",1074.88942104701
2036,"withdrawal",21629.845521542
2038,"consumption",1060.92715763667
2038,"withdrawal",20775.7942290398
2040,"consumption",1051.01579366039
2040,"withdrawal",19435.6154003851
2042,"consumption",1021.40692216917
2042,"withdrawal",18778.348756293
2044,"consumption",978.17709850084
2044,"withdrawal",17818.1748090845
2046,"consumption",915.829628586991
2046,"withdrawal",15366.4313759253
2048,"consumption",848.915030091339
2048,"withdrawal",13849.9041851129
2050,"consumption",802.367505252154
2050,"withdrawal",12312.0602372551
