"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116611139
2014,"withdrawal",38035.4711925922
2016,"consumption",1237.02629032674
2016,"withdrawal",31418.7327537417
2018,"consumption",1209.25442332425
2018,"withdrawal",30020.0637132676
2020,"consumption",1192.88985852563
2020,"withdrawal",29055.5859995171
2022,"consumption",1161.88398466024
2022,"withdrawal",28136.0567749294
2024,"consumption",1187.63403495241
2024,"withdrawal",28388.2837092717
2026,"consumption",1183.8148300103
2026,"withdrawal",28372.2799207658
2028,"consumption",1162.28037682492
2028,"withdrawal",27843.2219585677
2030,"consumption",1127.01226042863
2030,"withdrawal",25718.6982226243
2032,"consumption",1115.43186418901
2032,"withdrawal",24464.5995920509
2034,"consumption",1108.69924163209
2034,"withdrawal",23317.6376373259
2036,"consumption",1086.92414083068
2036,"withdrawal",21672.4748217973
2038,"consumption",1073.73293626704
2038,"withdrawal",20708.097693956
2040,"consumption",1071.74988769678
2040,"withdrawal",19357.7702528162
2042,"consumption",1050.11278990679
2042,"withdrawal",18815.9230413754
2044,"consumption",1019.23507846451
2044,"withdrawal",17846.8853057743
2046,"consumption",971.176450129403
2046,"withdrawal",15257.7034865335
2048,"consumption",931.061504796004
2048,"withdrawal",13704.7374129876
2050,"consumption",928.912991099593
2050,"withdrawal",12398.637462974
