"time","type","value"
2010,"consumption",1505.57098696927
2010,"withdrawal",44125.5773039761
2012,"consumption",1358.13012123488
2012,"withdrawal",36409.1584224576
2014,"consumption",1419.30116612076
2014,"withdrawal",38035.4711929131
2016,"consumption",1237.02596562726
2016,"withdrawal",31418.8556094364
2018,"consumption",1211.144645157
2018,"withdrawal",30058.9701306141
2020,"consumption",1170.03332201365
2020,"withdrawal",28118.4861865729
2022,"consumption",1111.02020988203
2022,"withdrawal",24617.044959414
2024,"consumption",1105.89686206512
2024,"withdrawal",23144.0590281792
2026,"consumption",1083.3986410115
2026,"withdrawal",21672.0632227371
2028,"consumption",1085.79736383301
2028,"withdrawal",21279.0437889652
2030,"consumption",1063.57604174172
2030,"withdrawal",19319.251750893
2032,"consumption",1062.79968559215
2032,"withdrawal",17732.641685106
2034,"consumption",1064.31629677463
2034,"withdrawal",16634.6636024427
2036,"consumption",1054.69055690188
2036,"withdrawal",15440.8684714044
2038,"consumption",1047.48257258764
2038,"withdrawal",14526.5736275401
2040,"consumption",1045.70513881073
2040,"withdrawal",13879.0852819675
2042,"consumption",1049.80780914547
2042,"withdrawal",13619.1639747475
2044,"consumption",1048.83602804254
2044,"withdrawal",13355.7842504699
2046,"consumption",1046.97571889296
2046,"withdrawal",12254.1746468066
2048,"consumption",1041.40475451257
2048,"withdrawal",11815.7249950473
2050,"consumption",1050.53545420295
2050,"withdrawal",11217.2454579217
