"time","country","type","value"
2010,"USA","Gas Usage (Quads)",7.12536616215628
2010,"USA","Coal Usage (Quads)",19.5847947500525
2010,"USA","Coal Price (2016$/MMBtu)",2.50891887169684
2010,"USA","Gas Price (2016$/MMBtu)",5.58858338838448
2012,"USA","Gas Usage (Quads)",9.10832553084723
2012,"USA","Coal Usage (Quads)",14.7547748901802
2012,"USA","Coal Price (2016$/MMBtu)",2.47842440382349
2012,"USA","Gas Price (2016$/MMBtu)",3.6395456920844
2014,"USA","Gas Usage (Quads)",7.93697669253417
2014,"USA","Coal Usage (Quads)",16.8986289775876
2014,"USA","Coal Price (2016$/MMBtu)",2.41461955490734
2014,"USA","Gas Price (2016$/MMBtu)",5.04409432637967
2016,"USA","Gas Usage (Quads)",10.7987203619748
2016,"USA","Coal Usage (Quads)",11.4140183282473
2016,"USA","Coal Price (2016$/MMBtu)",2.1546863669935
2016,"USA","Gas Price (2016$/MMBtu)",2.98342852326024
2018,"USA","Gas Usage (Quads)",9.57624903360048
2018,"USA","Coal Usage (Quads)",11.1965169214884
2018,"USA","Coal Price (2016$/MMBtu)",2.13639710916389
2018,"USA","Gas Price (2016$/MMBtu)",3.49987339321411
2020,"USA","Gas Usage (Quads)",9.32257255569669
2020,"USA","Coal Usage (Quads)",10.8199951528666
2020,"USA","Coal Price (2016$/MMBtu)",2.22104968882244
2020,"USA","Gas Price (2016$/MMBtu)",4.01003467345631
2022,"USA","Gas Usage (Quads)",8.9093947802607
2022,"USA","Coal Usage (Quads)",9.34425866952045
2022,"USA","Coal Price (2016$/MMBtu)",2.21587655052545
2022,"USA","Gas Price (2016$/MMBtu)",3.87856334525215
2024,"USA","Gas Usage (Quads)",8.51218990311835
2024,"USA","Coal Usage (Quads)",9.67560462320247
2024,"USA","Coal Price (2016$/MMBtu)",2.20873137891894
2024,"USA","Gas Price (2016$/MMBtu)",4.0206772997519
2026,"USA","Gas Usage (Quads)",8.13301518172212
2026,"USA","Coal Usage (Quads)",9.80446790921802
2026,"USA","Coal Price (2016$/MMBtu)",2.23551670791607
2026,"USA","Gas Price (2016$/MMBtu)",4.09259523556499
2028,"USA","Gas Usage (Quads)",8.09583832291713
2028,"USA","Coal Usage (Quads)",9.17618821556147
2028,"USA","Coal Price (2016$/MMBtu)",2.22865040121745
2028,"USA","Gas Price (2016$/MMBtu)",4.07717732870754
2030,"USA","Gas Usage (Quads)",8.09900046560159
2030,"USA","Coal Usage (Quads)",8.56711400727963
2030,"USA","Coal Price (2016$/MMBtu)",2.25311291686536
2030,"USA","Gas Price (2016$/MMBtu)",4.11454891569397
2032,"USA","Gas Usage (Quads)",8.35030227123297
2032,"USA","Coal Usage (Quads)",8.36234875915875
2032,"USA","Coal Price (2016$/MMBtu)",2.25398119789136
2032,"USA","Gas Price (2016$/MMBtu)",4.16645094177235
2034,"USA","Gas Usage (Quads)",8.57951755595619
2034,"USA","Coal Usage (Quads)",7.66769987739162
2034,"USA","Coal Price (2016$/MMBtu)",2.25662317678416
2034,"USA","Gas Price (2016$/MMBtu)",4.19196356466711
2036,"USA","Gas Usage (Quads)",8.57951755595641
2036,"USA","Coal Usage (Quads)",7.03373721100946
2036,"USA","Coal Price (2016$/MMBtu)",2.26700003733235
2036,"USA","Gas Price (2016$/MMBtu)",4.27320071786166
2038,"USA","Gas Usage (Quads)",8.97385444215837
2038,"USA","Coal Usage (Quads)",6.36771175848933
2038,"USA","Coal Price (2016$/MMBtu)",2.28199815165331
2038,"USA","Gas Price (2016$/MMBtu)",4.40522678325081
2040,"USA","Gas Usage (Quads)",9.37775409659419
2040,"USA","Coal Usage (Quads)",5.70483801074473
2040,"USA","Coal Price (2016$/MMBtu)",2.29304228204699
2040,"USA","Gas Price (2016$/MMBtu)",4.53527542622424
2042,"USA","Gas Usage (Quads)",9.37775409659418
2042,"USA","Coal Usage (Quads)",5.31404524747139
2042,"USA","Coal Price (2016$/MMBtu)",2.30454006340396
2042,"USA","Gas Price (2016$/MMBtu)",4.56919299218796
2044,"USA","Gas Usage (Quads)",9.23919080710754
2044,"USA","Coal Usage (Quads)",4.83318033473051
2044,"USA","Coal Price (2016$/MMBtu)",2.30439114104506
2044,"USA","Gas Price (2016$/MMBtu)",4.62914657431113
2046,"USA","Gas Usage (Quads)",9.48343483808225
2046,"USA","Coal Usage (Quads)",4.15623866749274
2046,"USA","Coal Price (2016$/MMBtu)",2.31278216764853
2046,"USA","Gas Price (2016$/MMBtu)",4.73992357435914
2048,"USA","Gas Usage (Quads)",9.61441863736123
2048,"USA","Coal Usage (Quads)",3.70348820097797
2048,"USA","Coal Price (2016$/MMBtu)",2.32054466645565
2048,"USA","Gas Price (2016$/MMBtu)",4.86678681643362
2050,"USA","Gas Usage (Quads)",9.59659727076173
2050,"USA","Coal Usage (Quads)",3.33449569662409
2050,"USA","Coal Price (2016$/MMBtu)",2.31450583023853
2050,"USA","Gas Price (2016$/MMBtu)",4.97250768749327
