"time","type","value"
2010,"consumption",1529.73666659583
2010,"withdrawal",45930.3458811824
2012,"consumption",1384.32627386117
2012,"withdrawal",38039.5496150022
2014,"consumption",1408.74758897472
2014,"withdrawal",38911.7094256601
2016,"consumption",1254.3281698422
2016,"withdrawal",31145.0664624454
2018,"consumption",1296.37098071569
2018,"withdrawal",32042.8042843488
2020,"consumption",1295.16557092693
2020,"withdrawal",32754.7807098265
2022,"consumption",1322.62937862436
2022,"withdrawal",32860.1072204133
2024,"consumption",1324.9646985743
2024,"withdrawal",32971.2411305079
2026,"consumption",1288.01267175865
2026,"withdrawal",32235.4316211435
2028,"consumption",1257.32287663333
2028,"withdrawal",31359.4858817404
2030,"consumption",1236.4715151714
2030,"withdrawal",29441.2948135729
2032,"consumption",1210.74787297322
2032,"withdrawal",27490.6417348679
2034,"consumption",1186.14722277785
2034,"withdrawal",22653.6913366401
2036,"consumption",1162.8988561483
2036,"withdrawal",19408.4592110745
2038,"consumption",1138.75403615095
2038,"withdrawal",17182.7643550692
2040,"consumption",1130.93685390302
2040,"withdrawal",16079.1542816573
2042,"consumption",1104.11756666995
2042,"withdrawal",14933.462891748
2044,"consumption",1076.66046095776
2044,"withdrawal",13052.2629646762
2046,"consumption",1021.06585277481
2046,"withdrawal",8878.987550762
2048,"consumption",961.239221260761
2048,"withdrawal",6997.27924329264
2050,"consumption",902.258729520197
2050,"withdrawal",5143.27568258334
