"time","type","value"
2010,"consumption",1533.91242008592
2010,"withdrawal",46057.594213261
2012,"consumption",1388.57099036407
2012,"withdrawal",38074.2468155142
2014,"consumption",1413.24675500352
2014,"withdrawal",39047.5744574685
2016,"consumption",1258.32028303111
2016,"withdrawal",31317.0937105854
2018,"consumption",1299.84929752526
2018,"withdrawal",32210.0057232362
2020,"consumption",1296.18976284502
2020,"withdrawal",32871.5364490931
2022,"consumption",1322.81747432174
2022,"withdrawal",33140.0081402257
2024,"consumption",1329.77758260462
2024,"withdrawal",33270.2630552633
2026,"consumption",1296.33896287604
2026,"withdrawal",32384.1889454199
2028,"consumption",1266.84509211293
2028,"withdrawal",31238.1543855639
2030,"consumption",1243.34803466177
2030,"withdrawal",29217.1602375439
2032,"consumption",1212.75467080794
2032,"withdrawal",27447.1113670293
2034,"consumption",1187.07134038107
2034,"withdrawal",22547.1237612453
2036,"consumption",1163.28328608012
2036,"withdrawal",19392.6944662106
2038,"consumption",1136.90221334641
2038,"withdrawal",17212.7428409842
2040,"consumption",1128.69894078303
2040,"withdrawal",16147.5598331793
2042,"consumption",1100.93505341668
2042,"withdrawal",15014.9128506654
2044,"consumption",1069.42907186723
2044,"withdrawal",13305.5191292405
2046,"consumption",1012.57947479586
2046,"withdrawal",8929.54108053603
2048,"consumption",942.942995842702
2048,"withdrawal",6997.29368193934
2050,"consumption",882.483672047109
2050,"withdrawal",5103.0036152338
