"time","country","type","value"
2010,"USA","Gas Usage (Quads)",6.61668401147508
2010,"USA","Coal Usage (Quads)",20.205159273507
2010,"USA","Coal Price",2.46021714619961
2010,"USA","Gas Price",5.4183197961787
2012,"USA","Gas Usage (Quads)",8.40175616276858
2012,"USA","Coal Usage (Quads)",15.2450321111328
2012,"USA","Coal Price",2.42766201236609
2012,"USA","Gas Price",3.67115079335113
2014,"USA","Gas Usage (Quads)",8.02049910780857
2014,"USA","Coal Usage (Quads)",16.2929834762444
2014,"USA","Coal Price",2.35317587915564
2014,"USA","Gas Price",5.20848109631674
2016,"USA","Gas Usage (Quads)",10.4217138182858
2016,"USA","Coal Usage (Quads)",11.4616022909693
2016,"USA","Coal Price",2.09941514046507
2016,"USA","Gas Price",3.91539057379464
2018,"USA","Gas Usage (Quads)",8.69888101642042
2018,"USA","Coal Usage (Quads)",13.0463245453046
2018,"USA","Coal Price",2.19279095676771
2018,"USA","Gas Price",4.29091812220801
2020,"USA","Gas Usage (Quads)",7.15400179807787
2020,"USA","Coal Usage (Quads)",13.6887909041424
2020,"USA","Coal Price",2.28127499442983
2020,"USA","Gas Price",4.63463416260064
2022,"USA","Gas Usage (Quads)",7.14355507714187
2022,"USA","Coal Usage (Quads)",14.0870585099035
2022,"USA","Coal Price",2.27918141361103
2022,"USA","Gas Price",4.69774448441725
2024,"USA","Gas Usage (Quads)",6.97804890344201
2024,"USA","Coal Usage (Quads)",14.726223164416
2024,"USA","Coal Price",2.29258978361952
2024,"USA","Gas Price",4.94700125210693
2026,"USA","Gas Usage (Quads)",7.8994073359492
2026,"USA","Coal Usage (Quads)",13.5834060910979
2026,"USA","Coal Price",2.28087215044212
2026,"USA","Gas Price",5.14389488845264
2028,"USA","Gas Usage (Quads)",8.24749564847995
2028,"USA","Coal Usage (Quads)",12.7253426008562
2028,"USA","Coal Price",2.26417263844854
2028,"USA","Gas Price",5.10611977499708
2030,"USA","Gas Usage (Quads)",8.61736436406266
2030,"USA","Coal Usage (Quads)",11.8416537265095
2030,"USA","Coal Price",2.25025978532621
2030,"USA","Gas Price",5.15630843338972
2032,"USA","Gas Usage (Quads)",9.1522886180055
2032,"USA","Coal Usage (Quads)",11.2121923370676
2032,"USA","Coal Price",2.25977052780872
2032,"USA","Gas Price",5.21719537999451
2034,"USA","Gas Usage (Quads)",9.96663630966306
2034,"USA","Coal Usage (Quads)",10.7537425316789
2034,"USA","Coal Price",2.26960472757016
2034,"USA","Gas Price",5.31196216148743
2036,"USA","Gas Usage (Quads)",10.6198493477033
2036,"USA","Coal Usage (Quads)",10.3858972890957
2036,"USA","Coal Price",2.28256881789329
2036,"USA","Gas Price",5.41123433251649
2038,"USA","Gas Usage (Quads)",11.2460112603926
2038,"USA","Coal Usage (Quads)",10.0352790172895
2038,"USA","Coal Price",2.30362795326114
2038,"USA","Gas Price",5.45581793860875
2040,"USA","Gas Usage (Quads)",11.5842113368332
2040,"USA","Coal Usage (Quads)",9.84491042745085
2040,"USA","Coal Price",2.32140270324255
2040,"USA","Gas Price",5.4664241779853
2042,"USA","Gas Usage (Quads)",11.8616104717089
2042,"USA","Coal Usage (Quads)",9.68897487534034
2042,"USA","Coal Price",2.32418956021344
2042,"USA","Gas Price",5.54560921352563
2044,"USA","Gas Usage (Quads)",12.1914188742528
2044,"USA","Coal Usage (Quads)",9.50429571657276
2044,"USA","Coal Price",2.33222464172329
2044,"USA","Gas Price",5.62318303082001
2046,"USA","Gas Usage (Quads)",13.4537796668429
2046,"USA","Coal Usage (Quads)",8.79053574807818
2046,"USA","Coal Price",2.34036692145546
2046,"USA","Gas Price",5.90226923900005
2048,"USA","Gas Usage (Quads)",14.1402957576116
2048,"USA","Coal Usage (Quads)",7.52176878393104
2048,"USA","Coal Price",2.33186040183412
2048,"USA","Gas Price",6.07048434245564
2050,"USA","Gas Usage (Quads)",14.7668911279381
2050,"USA","Coal Usage (Quads)",6.4405866677284
2050,"USA","Coal Price",2.32891256612368
2050,"USA","Gas Price",6.21457810428776
