"time","type","value"
2010,"consumption",1529.60790671064
2010,"withdrawal",45923.9476066259
2012,"consumption",1383.19791474197
2012,"withdrawal",37928.3423420794
2014,"consumption",1407.49199516908
2014,"withdrawal",38679.2661111361
2016,"consumption",1250.83666806643
2016,"withdrawal",30707.7576495649
2018,"consumption",1292.50220777981
2018,"withdrawal",31659.1414020734
2020,"consumption",1285.97694181147
2020,"withdrawal",32407.4671916938
2022,"consumption",1308.61041241963
2022,"withdrawal",32480.240190477
2024,"consumption",1323.25376465667
2024,"withdrawal",33072.2806591016
2026,"consumption",1288.79557428268
2026,"withdrawal",32152.3682236927
2028,"consumption",1258.43887144276
2028,"withdrawal",31115.8156891521
2030,"consumption",1235.05711061092
2030,"withdrawal",29459.9530381082
2032,"consumption",1204.65184593982
2032,"withdrawal",27733.2011601014
2034,"consumption",1177.7798205937
2034,"withdrawal",22827.3059531096
2036,"consumption",1152.23577151737
2036,"withdrawal",19612.2249654655
2038,"consumption",1127.36406909295
2038,"withdrawal",17561.4828894381
2040,"consumption",1116.16293634601
2040,"withdrawal",16721.6971544522
2042,"consumption",1088.46813580942
2042,"withdrawal",15509.5626798433
2044,"consumption",1056.35532131696
2044,"withdrawal",13742.5740954939
2046,"consumption",997.080963848553
2046,"withdrawal",9381.71419786227
2048,"consumption",917.599165393359
2048,"withdrawal",7450.64747060983
2050,"consumption",849.632116175613
2050,"withdrawal",5452.10336129579
