"time","type","value"
2010,"price",106.16244689134
2012,"price",105.642604761367
2014,"price",110.631526645382
2016,"price",108.481541381324
2018,"price",107.468959531478
2020,"price",106.739815673648
2022,"price",106.354377372423
2024,"price",107.534921472236
2026,"price",110.388206274652
2028,"price",111.64509880082
2030,"price",112.273923652227
2032,"price",111.985369073778
2034,"price",111.912379144154
2036,"price",112.899760894151
2038,"price",113.322949892147
2040,"price",112.702697133084
2042,"price",112.307546926913
2044,"price",112.760304886126
2046,"price",112.829659777312
2048,"price",112.972433355503
2050,"price",113.747454112937
2010,"comp_p",106.16244689134
2012,"comp_p",94.0405760410998
2014,"comp_p",106.820620148683
2016,"comp_p",95.359462032671
2018,"comp_p",97.3595260879161
2020,"comp_p",101.503353337955
2022,"comp_p",101.337743629234
2024,"comp_p",109.53870631037
2026,"comp_p",117.728581125808
2028,"comp_p",127.080961202001
2030,"comp_p",127.122143337249
2032,"comp_p",125.749185042622
2034,"comp_p",127.170809549423
2036,"comp_p",127.974843393624
2038,"comp_p",128.848323088487
2040,"comp_p",127.49175308408
2042,"comp_p",128.226552363149
2044,"comp_p",126.48628536292
2046,"comp_p",127.955082533038
2048,"comp_p",128.211159125649
2050,"comp_p",128.893455832541
