time,type,value
2010,price,106.1792023
2012,price,105.7230541
2014,price,110.775027
2016,price,108.6876079
2018,price,107.9129809
2020,price,107.5069344
2022,price,107.2178801
2024,price,109.0341841
2026,price,110.9563793
2028,price,112.8785745
2030,price,114.2230642
2032,price,113.8725842
2034,price,113.6582727
2036,price,114.4118237
2038,price,115.0689358
2040,price,114.7911884
2042,price,114.3792266
2044,price,114.7466408
2046,price,115.5946764
2048,price,115.2503783
2050,price,116.280366
2010,comp_p,106.1792023
2012,comp_p,94.18578117
2014,comp_p,108.147047
2016,comp_p,95.64210963
2018,comp_p,99.48901847
2020,comp_p,103.1337747
2022,comp_p,103.7682645
2024,comp_p,116.2316187
2026,comp_p,124.2563883
2028,comp_p,128.3648503
2030,comp_p,128.7392021
2032,comp_p,127.0510939
2034,comp_p,128.1633384
2036,comp_p,129.1741442
2038,comp_p,130.0332159
2040,comp_p,129.6092908
2042,comp_p,130.2181506
2044,comp_p,129.4286976
2046,comp_p,131.7258278
2048,comp_p,131.5495244
2050,comp_p,132.0246418
