"time","type","value"
2010,"consumption",1529.56801666901
2010,"withdrawal",45926.7511715462
2012,"consumption",1383.65411659653
2012,"withdrawal",37960.0759729628
2014,"consumption",1407.60499832158
2014,"withdrawal",38836.7388313202
2016,"consumption",1251.77073911295
2016,"withdrawal",31061.4870625093
2018,"consumption",1312.25743502488
2018,"withdrawal",32260.3079893925
2020,"consumption",1319.42072212058
2020,"withdrawal",33482.2178631899
2022,"consumption",1361.78052883222
2022,"withdrawal",33741.0259687248
2024,"consumption",1314.8743138808
2024,"withdrawal",32747.9519727871
2026,"consumption",1285.69685329359
2026,"withdrawal",31544.8448678156
2028,"consumption",1258.04646973014
2028,"withdrawal",30524.8364955263
2030,"consumption",1237.13395981399
2030,"withdrawal",28542.2169786475
2032,"consumption",1212.70806591282
2032,"withdrawal",26937.3357244261
2034,"consumption",1187.65767620754
2034,"withdrawal",22096.7263052591
2036,"consumption",1162.57421780295
2036,"withdrawal",19042.3444309464
2038,"consumption",1139.08480455217
2038,"withdrawal",16760.4793701918
2040,"consumption",1131.45221195614
2040,"withdrawal",15608.0708052082
2042,"consumption",1103.93012783399
2042,"withdrawal",14519.0674658143
2044,"consumption",1077.7804720591
2044,"withdrawal",12741.4510895099
2046,"consumption",1021.77992144404
2046,"withdrawal",8566.72012473855
2048,"consumption",968.515485847786
2048,"withdrawal",6819.76519201654
2050,"consumption",931.139444561067
2050,"withdrawal",5073.17062816022
