"time","value"
2010,2.2859039074521
2012,1.930635888614
2014,2.0126414944461
2016,1.66691450003574
2018,1.72703025253354
2020,1.7196819511501
2022,1.76206621203672
2024,1.77025720419462
2026,1.70935799412409
2028,1.64607781710826
2030,1.58101106389014
2032,1.55387200675484
2034,1.55345605327712
2036,1.55316240496088
2038,1.5529022501446
2040,1.55299572971541
2042,1.55285868897525
2044,1.55265306507957
2046,1.55241961474908
2048,1.53618518780791
2050,1.46888213754512
