"time","value"
2010,2.28577806308805
2012,1.9298769436066
2014,2.01103907634737
2016,1.66389987734716
2018,1.72535717682128
2020,1.7234172904353
2022,1.76480987344362
2024,1.76882020835411
2026,1.70905514097084
2028,1.64591068726797
2030,1.58066855642273
2032,1.55401004742548
2034,1.55354353356407
2036,1.55323033771069
2038,1.55317484060993
2040,1.55300277515246
2042,1.55288603912027
2044,1.55264390751046
2046,1.55257845122773
2048,1.54827635703731
2050,1.48251107611566
