"time","country","type","value"
2010,"USA","Gas Usage (Quads)",6.616684011475
2010,"USA","Coal Usage (Quads)",20.205159273507
2010,"USA","Coal Price",2.46021714619961
2010,"USA","Gas Price",5.41831979617874
2012,"USA","Gas Usage (Quads)",8.40090681362024
2012,"USA","Coal Usage (Quads)",15.4838567479107
2012,"USA","Coal Price",2.4278790965772
2012,"USA","Gas Price",3.66946052461582
2014,"USA","Gas Usage (Quads)",8.02049910780848
2014,"USA","Coal Usage (Quads)",16.5233410446126
2014,"USA","Coal Price",2.35360853432602
2014,"USA","Gas Price",5.20769939628199
2016,"USA","Gas Usage (Quads)",10.5722536272733
2016,"USA","Coal Usage (Quads)",11.4696327746571
2016,"USA","Coal Price",2.10259006752733
2016,"USA","Gas Price",3.94965282630149
2018,"USA","Gas Usage (Quads)",8.76544048854658
2018,"USA","Coal Usage (Quads)",13.0327607819249
2018,"USA","Coal Price",2.1989189592102
2018,"USA","Gas Price",4.30313063309975
2020,"USA","Gas Usage (Quads)",7.20812511664904
2020,"USA","Coal Usage (Quads)",13.7969107865745
2020,"USA","Coal Price",2.28717655400632
2020,"USA","Gas Price",4.64194011972095
2022,"USA","Gas Usage (Quads)",7.20349000245887
2022,"USA","Coal Usage (Quads)",14.1884094281987
2022,"USA","Coal Price",2.2871052150696
2022,"USA","Gas Price",4.70659108515299
2024,"USA","Gas Usage (Quads)",7.2808091950357
2024,"USA","Coal Usage (Quads)",14.5428051412547
2024,"USA","Coal Price",2.29695241888265
2024,"USA","Gas Price",5.01493118569182
2026,"USA","Gas Usage (Quads)",7.94071687032118
2026,"USA","Coal Usage (Quads)",13.5466848115403
2026,"USA","Coal Price",2.2839910031663
2026,"USA","Gas Price",5.14097433175826
2028,"USA","Gas Usage (Quads)",8.46314975819129
2028,"USA","Coal Usage (Quads)",12.5840601913002
2028,"USA","Coal Price",2.2666474787532
2028,"USA","Gas Price",5.14817099115652
2030,"USA","Gas Usage (Quads)",9.11717811338527
2030,"USA","Coal Usage (Quads)",11.5430563017126
2030,"USA","Coal Price",2.2491384423337
2030,"USA","Gas Price",5.26840242383415
2032,"USA","Gas Usage (Quads)",9.6817324101522
2032,"USA","Coal Usage (Quads)",10.9139082687961
2032,"USA","Coal Price",2.26057218532304
2032,"USA","Gas Price",5.34175637001478
2034,"USA","Gas Usage (Quads)",10.6374984596901
2034,"USA","Coal Usage (Quads)",10.3777579591934
2034,"USA","Coal Price",2.27410152765259
2034,"USA","Gas Price",5.4722525404037
2036,"USA","Gas Usage (Quads)",11.7479314293712
2036,"USA","Coal Usage (Quads)",9.75526463628974
2036,"USA","Coal Price",2.29551269318027
2036,"USA","Gas Price",5.68462248520907
2038,"USA","Gas Usage (Quads)",13.172892839865
2038,"USA","Coal Usage (Quads)",8.95785577099281
2038,"USA","Coal Price",2.31408829217135
2038,"USA","Gas Price",5.93780281822519
2040,"USA","Gas Usage (Quads)",14.2440897808542
2040,"USA","Coal Usage (Quads)",7.71772627607095
2040,"USA","Coal Price",2.3404257718263
2040,"USA","Gas Price",6.12795587494378
2042,"USA","Gas Usage (Quads)",15.1996328307622
2042,"USA","Coal Usage (Quads)",6.70647964116603
2042,"USA","Coal Price",2.35127260391496
2042,"USA","Gas Price",6.36865385640366
2044,"USA","Gas Usage (Quads)",15.8755775304912
2044,"USA","Coal Usage (Quads)",5.75381714495862
2044,"USA","Coal Price",2.37233407551537
2044,"USA","Gas Price",6.53375929605509
2046,"USA","Gas Usage (Quads)",16.3722653940871
2046,"USA","Coal Usage (Quads)",4.65885314989089
2046,"USA","Coal Price",2.40385914744803
2046,"USA","Gas Price",6.62772702529615
2048,"USA","Gas Usage (Quads)",16.4572500513879
2048,"USA","Coal Usage (Quads)",3.86688489032726
2048,"USA","Coal Price",2.41026057793474
2048,"USA","Gas Price",6.63963312939552
2050,"USA","Gas Usage (Quads)",16.932993283003
2050,"USA","Coal Usage (Quads)",2.97231598926933
2050,"USA","Coal Price",2.41884369775165
2050,"USA","Gas Price",6.75453522833977
