"time","type","value"
2010,"consumption",1529.79896678058
2010,"withdrawal",45917.793606503
2012,"consumption",1373.33044638019
2012,"withdrawal",37703.4148151012
2014,"consumption",1396.82714207014
2014,"withdrawal",38494.6752578655
2016,"consumption",1245.2241344189
2016,"withdrawal",30965.403587222
2018,"consumption",1287.42251732419
2018,"withdrawal",31779.2690749884
2020,"consumption",1275.63489221228
2020,"withdrawal",32355.0975851879
2022,"consumption",1299.08780216739
2022,"withdrawal",32512.601939313
2024,"consumption",1328.20770232324
2024,"withdrawal",33288.9410076485
2026,"consumption",1292.59877766493
2026,"withdrawal",32355.9254737646
2028,"consumption",1261.73514214418
2028,"withdrawal",31452.1971026027
2030,"consumption",1238.81725969742
2030,"withdrawal",29710.3565835587
2032,"consumption",1208.47950000219
2032,"withdrawal",27899.4751785846
2034,"consumption",1182.33885563077
2034,"withdrawal",23222.1539260141
2036,"consumption",1159.2231170598
2036,"withdrawal",20001.4118086959
2038,"consumption",1133.91333851583
2038,"withdrawal",17811.5444172755
2040,"consumption",1126.32481100512
2040,"withdrawal",16768.6204027376
2042,"consumption",1097.72374500336
2042,"withdrawal",15727.8582577738
2044,"consumption",1069.85009646219
2044,"withdrawal",13768.7342189413
2046,"consumption",1012.23897619691
2046,"withdrawal",9179.08040331528
2048,"consumption",906.078836520956
2048,"withdrawal",6812.2586744039
2050,"consumption",840.556437059178
2050,"withdrawal",4944.75290073573
