"time","value"
2010,85525.0309827451
2012,87418.1617557608
2014,89167.3421944728
2016,89720.7402963921
2018,89843.4886278536
2020,90775.2280224096
2022,92847.5319378451
2024,96343.530760225
2026,96732.4322598434
2028,97036.104317913
2030,97157.4784763344
2032,97331.7520759094
2034,97596.0874061419
2036,98026.1846427722
2038,98609.2873067758
2040,99213.1913676339
2042,100005.274568514
2044,100840.074677546
2046,101471.180885084
2048,101969.274954376
2050,102658.632883202
